order_id,order_date,product_id,product_name,category,channel,units,base_price,discount_pct,final_price,revenue,cogs,profit,profit_margin_pct
O001768,2024-10-25,P009,Product 9,Beauty,Organic,1,48.64,0.14,41.85,41.85,17.02,24.82,0.593
O001769,2024-08-28,P036,Product 36,Beauty,Google,1,193.57,0.204,138.76,138.76,60.98,77.78,0.561
O001770,2024-04-14,P049,Product 49,Supplements,Organic,1,118.83,0.126,103.86,103.86,53.47,50.38,0.485
O001771,2024-06-08,P018,Product 18,Supplements,Google,1,174.09,0.116,138.54,138.54,70.51,68.04,0.491
O001772,2024-05-18,P050,Product 50,Supplements,Facebook,1,37.12,0.225,28.79,28.79,16.71,12.08,0.42
O001773,2024-02-25,P035,Product 35,Beauty,Organic,1,114.84,0.095,103.92,103.92,40.2,63.72,0.613
O001774,2024-01-24,P006,Product 6,Home,Google,2,41.43,0.282,29.75,59.5,45.57,13.93,0.234
O001775,2025-02-07,P002,Product 2,Supplements,Facebook,1,159.24,0.31,109.94,109.94,71.66,38.28,0.348
O001776,2025-04-28,P026,Product 26,Supplements,Organic,1,183.22,0.191,148.23,148.23,82.45,65.78,0.444
O001777,2024-09-18,P023,Product 23,Accessories,Google,1,57.72,0.278,41.69,41.69,17.31,24.37,0.585
O001778,2024-04-15,P012,Product 12,Home,Google,3,19.27,0.121,16.93,50.8,31.79,19.01,0.374
O001779,2024-11-17,P047,Product 47,Beauty,Facebook,1,32.65,0.062,39.81,39.81,14.86,24.95,0.627
O001780,2025-05-30,P049,Product 49,Supplements,Facebook,1,118.83,0.222,92.43,92.43,53.47,38.96,0.421
O001781,2024-05-25,P043,Product 43,Supplements,Organic,2,161.18,0.197,129.35,258.71,145.06,113.64,0.439
O001782,2024-07-07,P037,Product 37,Home,Email,1,115.4,0.259,76.99,76.99,57.12,19.87,0.258
O001783,2024-02-04,P035,Product 35,Beauty,Google,3,114.84,0.251,86.03,258.1,120.59,137.52,0.533
O001784,2024-12-07,P001,Product 1,Home,Google,1,190.88,0.123,217.58,217.58,136.48,81.1,0.373
O001785,2024-10-05,P007,Product 7,Supplements,Email,2,18.81,0.227,14.54,29.09,16.93,12.16,0.418
O001786,2024-07-21,P038,Product 38,Electronics,Organic,1,69.81,0.232,48.23,48.23,47.12,1.11,0.023
O001787,2024-07-28,P001,Product 1,Home,Referral,3,190.88,0.186,139.8,419.41,283.46,135.95,0.324
O001788,2024-08-23,P020,Product 20,Beauty,Facebook,1,190.54,0.143,146.88,146.88,60.02,86.86,0.591
O001789,2025-03-21,P041,Product 41,Home,Email,2,69.3,0.114,61.39,122.78,76.22,46.55,0.379
O001790,2024-10-28,P039,Product 39,Accessories,Google,1,28.79,0.199,23.06,23.06,8.64,14.42,0.625
O001791,2025-02-13,P006,Product 6,Home,Organic,1,41.43,0.176,34.14,34.14,22.79,11.35,0.332
O001792,2025-05-09,P007,Product 7,Supplements,Email,1,18.81,0.264,13.84,13.84,8.46,5.37,0.388
O001793,2025-06-19,P022,Product 22,Beauty,Google,1,71.35,0.121,56.48,56.48,22.48,34.0,0.602
O001794,2025-04-24,P046,Product 46,Electronics,Google,2,130.31,0.279,93.92,187.83,195.47,-7.63,-0.041
O001795,2024-12-01,P038,Product 38,Electronics,Google,1,69.81,0.303,63.24,63.24,68.07,-4.82,-0.076
O001796,2024-02-29,P013,Product 13,Supplements,Email,3,128.19,0.149,109.04,327.11,173.06,154.05,0.471
O001797,2024-12-22,P035,Product 35,Beauty,Referral,3,114.84,0.167,124.38,373.14,156.76,216.38,0.58
O001798,2024-08-20,P015,Product 15,Home,Facebook,2,82.78,0.49,37.97,75.95,81.95,-6.0,-0.079
O001799,2024-11-19,P008,Product 8,Beauty,Organic,1,148.57,0.122,169.61,169.61,67.6,102.01,0.601
O001800,2024-04-17,P047,Product 47,Beauty,Organic,1,32.65,0.114,28.93,28.93,11.43,17.5,0.605
O001801,2025-05-24,P023,Product 23,Accessories,Facebook,1,57.72,0.155,48.77,48.77,17.31,31.46,0.645
O001802,2024-11-17,P020,Product 20,Beauty,Email,2,190.54,0.091,225.1,450.21,173.39,276.81,0.615
O001803,2024-09-28,P023,Product 23,Accessories,Referral,1,57.72,0.167,48.09,48.09,17.31,30.77,0.64
O001804,2024-03-29,P010,Product 10,Accessories,Organic,2,129.23,0.09,117.56,235.12,77.54,157.58,0.67
O001805,2024-12-22,P023,Product 23,Accessories,Facebook,2,57.72,0.367,47.52,95.05,45.02,50.03,0.526
O001806,2025-04-06,P031,Product 31,Beauty,Referral,3,98.2,0.178,80.75,242.25,103.11,139.13,0.574
O001807,2025-04-18,P025,Product 25,Home,Email,1,106.61,0.137,91.96,91.96,58.63,33.33,0.362
O001808,2024-12-14,P004,Product 4,Supplements,Organic,1,33.5,0.247,32.8,32.8,19.59,13.2,0.403
O001809,2025-02-20,P033,Product 33,Home,Email,2,23.37,0.174,19.29,38.59,25.7,12.89,0.334
O001810,2025-04-08,P004,Product 4,Supplements,Facebook,1,33.5,0.263,24.69,24.69,15.07,9.62,0.39
O001811,2024-07-02,P046,Product 46,Electronics,Google,1,130.31,0.29,83.23,83.23,87.96,-4.73,-0.057
O001812,2024-01-27,P030,Product 30,Accessories,Email,1,194.37,0.199,155.66,155.66,58.31,97.35,0.625
O001813,2025-05-31,P042,Product 42,Supplements,Email,3,51.79,0.157,43.66,130.98,69.91,61.07,0.466
O001814,2024-02-16,P027,Product 27,Home,Organic,1,48.71,0.316,33.3,33.3,26.79,6.5,0.195
O001815,2025-02-16,P039,Product 39,Accessories,Organic,2,28.79,0.286,20.57,41.14,17.28,23.86,0.58
O001816,2024-06-05,P020,Product 20,Beauty,Google,1,190.54,0.294,121.13,121.13,60.02,61.11,0.504
O001817,2024-02-28,P019,Product 19,Accessories,Organic,2,98.34,0.088,89.71,179.42,59.01,120.42,0.671
O001818,2024-11-24,P024,Product 24,Home,Email,2,96.43,0.183,102.44,204.88,137.89,66.99,0.327
O001819,2025-06-10,P028,Product 28,Home,Facebook,2,72.67,0.289,46.48,92.96,71.94,21.02,0.226
O001820,2025-06-05,P028,Product 28,Home,Email,1,72.67,0.205,51.97,51.97,35.97,16.0,0.308
O001821,2024-02-15,P040,Product 40,Electronics,Email,1,157.87,0.364,100.42,100.42,118.4,-17.97,-0.179
O001822,2025-05-23,P011,Product 11,Beauty,Google,1,112.08,0.25,84.11,84.11,39.23,44.88,0.534
O001823,2025-05-08,P044,Product 44,Supplements,Referral,1,28.7,0.224,22.26,22.26,12.91,9.35,0.42
O001824,2025-02-27,P011,Product 11,Beauty,Google,2,112.08,0.122,98.4,196.8,78.46,118.35,0.601
O001825,2025-05-26,P042,Product 42,Supplements,Facebook,1,51.79,0.239,39.41,39.41,23.3,16.11,0.409
O001826,2024-02-03,P043,Product 43,Supplements,Email,1,161.18,0.216,126.35,126.35,72.53,53.82,0.426
O001827,2025-05-27,P019,Product 19,Accessories,Organic,3,98.34,0.231,75.63,226.9,88.51,138.39,0.61
O001828,2024-11-17,P026,Product 26,Supplements,Google,2,183.22,0.158,200.54,401.09,214.37,186.72,0.466
O001829,2025-01-10,P050,Product 50,Supplements,Google,1,37.12,0.232,28.51,28.51,16.71,11.81,0.414
O001830,2024-10-25,P013,Product 13,Supplements,Email,2,128.19,0.148,109.2,218.4,115.37,103.03,0.472
O001831,2024-01-26,P022,Product 22,Beauty,Organic,1,71.35,0.22,55.66,55.66,24.97,30.69,0.551
O001832,2024-08-08,P022,Product 22,Beauty,Facebook,1,71.35,0.096,58.05,58.05,22.48,35.57,0.613
O001833,2025-03-18,P034,Product 34,Accessories,Referral,2,86.91,0.315,59.53,119.07,52.14,66.93,0.562
O001834,2025-01-06,P012,Product 12,Home,Email,2,19.27,0.151,16.36,32.73,21.19,11.53,0.352
O001835,2024-10-20,P005,Product 5,Supplements,Organic,1,175.24,0.103,157.16,157.16,78.86,78.3,0.498
O001836,2024-05-21,P038,Product 38,Electronics,Email,1,69.81,0.174,57.64,57.64,52.36,5.28,0.092
O001837,2024-02-16,P035,Product 35,Beauty,Referral,1,114.84,0.129,100.08,100.08,40.2,59.88,0.598
O001838,2025-06-09,P048,Product 48,Accessories,Referral,1,149.98,0.097,121.86,121.86,40.49,81.37,0.668
O001839,2024-07-26,P034,Product 34,Accessories,Facebook,1,86.91,0.106,69.92,69.92,23.46,46.46,0.664
O001840,2024-03-25,P004,Product 4,Supplements,Facebook,1,33.5,0.26,24.78,24.78,15.07,9.71,0.392
O001841,2024-01-23,P012,Product 12,Home,Organic,1,19.27,0.153,16.32,16.32,10.6,5.72,0.351
O001842,2025-04-01,P045,Product 45,Beauty,Email,1,36.44,0.087,33.28,33.28,12.75,20.53,0.617
O001843,2024-06-26,P010,Product 10,Accessories,Facebook,1,129.23,0.11,103.5,103.5,34.89,68.6,0.663
O001844,2024-01-13,P018,Product 18,Supplements,Referral,1,174.09,0.205,138.36,138.36,78.34,60.02,0.434
O001845,2024-12-30,P032,Product 32,Beauty,Email,3,180.54,0.083,215.34,646.02,246.44,399.58,0.619
O001846,2024-03-09,P037,Product 37,Home,Facebook,1,115.4,0.403,68.91,68.91,63.47,5.44,0.079
O001847,2025-02-27,P050,Product 50,Supplements,Referral,3,37.12,0.238,28.31,84.92,50.12,34.8,0.41
O001848,2024-03-05,P041,Product 41,Home,Email,2,69.3,0.243,52.49,104.98,76.22,28.76,0.274
O001849,2025-04-03,P025,Product 25,Home,Referral,1,106.61,0.261,78.78,78.78,58.63,20.15,0.256
O001850,2024-02-04,P035,Product 35,Beauty,Organic,2,114.84,0.223,89.19,178.38,80.39,97.99,0.549
O001851,2024-01-31,P032,Product 32,Beauty,Organic,2,180.54,0.195,145.42,290.84,126.38,164.46,0.565
O001852,2025-05-16,P031,Product 31,Beauty,Email,1,98.2,0.057,92.6,92.6,34.37,58.23,0.629
O001853,2024-05-31,P006,Product 6,Home,Google,2,41.43,0.106,37.03,74.06,45.57,28.49,0.385
O001854,2025-02-11,P039,Product 39,Accessories,Organic,1,28.79,0.229,22.19,22.19,8.64,13.56,0.611
O001855,2025-06-18,P041,Product 41,Home,Facebook,1,69.3,0.325,42.13,42.13,34.3,7.82,0.186
O001856,2024-03-05,P023,Product 23,Accessories,Google,3,57.72,0.253,43.1,129.3,51.94,77.36,0.598
O001857,2025-03-15,P009,Product 9,Beauty,Referral,1,48.64,0.105,43.51,43.51,17.02,26.48,0.609
O001858,2025-01-15,P003,Product 3,Accessories,Referral,1,43.86,0.215,34.45,34.45,13.16,21.29,0.618
O001859,2024-11-19,P042,Product 42,Supplements,Facebook,3,51.79,0.279,48.55,145.64,90.88,54.76,0.376
O001860,2025-04-25,P015,Product 15,Home,Facebook,1,82.78,0.293,58.53,58.53,45.53,13.0,0.222
O001861,2024-01-15,P015,Product 15,Home,Google,1,82.78,0.12,72.85,72.85,45.53,27.33,0.375
O001862,2024-10-04,P041,Product 41,Home,Email,1,69.3,0.162,58.05,58.05,38.11,19.93,0.343
O001863,2025-02-09,P020,Product 20,Beauty,Email,1,190.54,0.053,180.36,180.36,66.69,113.67,0.63
O001864,2024-09-02,P045,Product 45,Beauty,Google,1,36.44,0.143,31.21,31.21,12.75,18.46,0.591
O001865,2025-05-15,P043,Product 43,Supplements,Facebook,1,161.18,0.332,107.64,107.64,72.53,35.11,0.326
O001866,2024-09-24,P016,Product 16,Supplements,Organic,2,85.76,0.208,67.89,135.78,77.18,58.6,0.432
O001867,2024-04-28,P037,Product 37,Home,Referral,3,115.4,0.309,79.78,239.33,190.41,48.92,0.204
O001868,2024-11-28,P045,Product 45,Beauty,Organic,1,36.44,0.255,35.28,35.28,16.58,18.7,0.53
O001869,2025-03-26,P026,Product 26,Supplements,Facebook,2,183.22,0.185,149.32,298.63,164.9,133.73,0.448
O001870,2024-09-18,P042,Product 42,Supplements,Facebook,1,51.79,0.162,43.4,43.4,23.3,20.1,0.463
O001871,2024-08-28,P041,Product 41,Home,Google,2,69.3,0.118,55.0,110.0,68.6,41.4,0.376
O001872,2024-12-23,P034,Product 34,Accessories,Email,1,86.91,0.102,101.44,101.44,33.89,67.55,0.666
O001873,2024-03-13,P049,Product 49,Supplements,Facebook,3,118.83,0.363,75.72,227.15,160.42,66.73,0.294
O001874,2024-03-02,P047,Product 47,Beauty,Google,1,32.65,0.261,24.14,24.14,11.43,12.71,0.527
O001875,2025-04-17,P004,Product 4,Supplements,Google,1,33.5,0.145,28.65,28.65,15.07,13.57,0.474
O001876,2024-07-20,P008,Product 8,Beauty,Facebook,2,148.57,0.266,98.09,196.18,93.6,102.58,0.523
O001877,2025-03-25,P023,Product 23,Accessories,Referral,3,57.72,0.275,41.86,125.57,51.94,73.63,0.586
O001878,2025-06-09,P030,Product 30,Accessories,Facebook,2,194.37,0.348,114.12,228.24,104.96,123.28,0.54
O001879,2025-06-21,P037,Product 37,Home,Google,3,115.4,0.377,64.67,194.01,171.37,22.64,0.117
O001880,2025-01-03,P018,Product 18,Supplements,Email,1,174.09,0.134,150.83,150.83,78.34,72.49,0.481
O001881,2024-01-10,P014,Product 14,Beauty,Google,1,23.63,0.135,20.45,20.45,8.27,12.18,0.596
O001882,2024-10-02,P030,Product 30,Accessories,Referral,1,194.37,0.138,167.45,167.45,58.31,109.14,0.652
O001883,2024-11-18,P017,Product 17,Home,Facebook,1,124.6,0.185,132.07,132.07,89.09,42.98,0.325
O001884,2024-08-26,P009,Product 9,Beauty,Organic,1,48.64,0.095,39.63,39.63,15.32,24.31,0.613
O001885,2024-03-17,P040,Product 40,Electronics,Organic,1,157.87,0.289,112.2,112.2,118.4,-6.2,-0.055
O001886,2025-05-03,P044,Product 44,Supplements,Email,1,28.7,0.077,26.5,26.5,12.91,13.58,0.513
O001887,2024-12-01,P044,Product 44,Supplements,Email,1,28.7,0.103,33.47,33.47,16.79,16.68,0.498
O001888,2024-07-14,P026,Product 26,Supplements,Organic,1,183.22,0.195,132.7,132.7,74.21,58.5,0.441
O001889,2024-04-26,P045,Product 45,Beauty,Google,1,36.44,0.131,31.64,31.64,12.75,18.89,0.597
O001890,2025-01-02,P033,Product 33,Home,Email,1,23.37,0.103,20.95,20.95,12.85,8.1,0.387
O001891,2025-01-14,P014,Product 14,Beauty,Referral,1,23.63,0.196,19.0,19.0,8.27,10.73,0.565
O001892,2024-07-23,P017,Product 17,Home,Facebook,1,124.6,0.524,53.41,53.41,61.68,-8.26,-0.155
O001893,2025-02-22,P014,Product 14,Beauty,Organic,2,23.63,0.115,20.91,41.81,16.54,25.27,0.604
O001894,2024-05-14,P043,Product 43,Supplements,Google,1,161.18,0.218,126.04,126.04,72.53,53.51,0.425
O001895,2024-09-07,P027,Product 27,Home,Email,1,48.71,0.262,35.95,35.95,26.79,9.15,0.255
O001896,2024-04-30,P021,Product 21,Home,Email,1,119.21,0.176,98.24,98.24,65.56,32.67,0.333
O001897,2024-02-17,P042,Product 42,Supplements,Facebook,1,51.79,0.447,28.64,28.64,23.3,5.34,0.186
O001898,2024-07-27,P019,Product 19,Accessories,Referral,1,98.34,0.208,70.14,70.14,26.55,43.59,0.621
O001899,2024-02-25,P029,Product 29,Beauty,Google,1,120.02,0.087,109.61,109.61,42.01,67.6,0.617
O001900,2024-04-11,P028,Product 28,Home,Referral,2,72.67,0.139,62.54,125.07,79.93,45.14,0.361
O001901,2025-02-18,P044,Product 44,Supplements,Facebook,2,28.7,0.142,24.61,49.22,25.83,23.39,0.475
O001902,2024-03-25,P014,Product 14,Beauty,Organic,1,23.63,0.103,21.19,21.19,8.27,12.92,0.61
O001903,2024-09-10,P046,Product 46,Electronics,Facebook,1,130.31,0.299,91.31,91.31,97.73,-6.43,-0.07
O001904,2025-03-22,P014,Product 14,Beauty,Facebook,1,23.63,0.275,17.13,17.13,8.27,8.86,0.517
O001905,2025-06-15,P001,Product 1,Home,Facebook,2,190.88,0.382,106.12,212.25,188.97,23.27,0.11
O001906,2024-01-14,P046,Product 46,Electronics,Referral,1,130.31,0.499,65.22,65.22,97.73,-32.51,-0.498
O001907,2024-06-21,P049,Product 49,Supplements,Referral,1,118.83,0.173,88.44,88.44,48.13,40.31,0.456
O001908,2025-03-01,P017,Product 17,Home,Facebook,1,124.6,0.346,81.52,81.52,68.53,12.99,0.159
O001909,2024-01-07,P010,Product 10,Accessories,Organic,1,129.23,0.116,114.23,114.23,38.77,75.46,0.661
O001910,2024-03-21,P031,Product 31,Beauty,Organic,1,98.2,0.175,81.05,81.05,34.37,46.68,0.576
O001911,2024-07-28,P045,Product 45,Beauty,Referral,1,36.44,0.174,27.08,27.08,11.48,15.6,0.576
O001912,2025-06-22,P029,Product 29,Beauty,Referral,2,120.02,0.11,96.18,192.35,75.62,116.74,0.607
O001913,2024-05-26,P012,Product 12,Home,Facebook,1,19.27,0.21,15.22,15.22,10.6,4.62,0.304
O001914,2024-06-22,P035,Product 35,Beauty,Facebook,2,114.84,0.255,76.96,153.93,72.35,81.58,0.53
O001915,2024-05-21,P025,Product 25,Home,Facebook,2,106.61,0.199,85.35,170.71,117.27,53.44,0.313
O001916,2024-10-09,P001,Product 1,Home,Facebook,1,190.88,0.213,150.3,150.3,104.99,45.32,0.301
O001917,2024-10-22,P040,Product 40,Electronics,Google,4,157.87,0.273,114.83,459.31,473.6,-14.29,-0.031
O001918,2025-03-25,P009,Product 9,Beauty,Organic,1,48.64,0.215,38.2,38.2,17.02,21.18,0.554
O001919,2024-07-03,P024,Product 24,Home,Google,1,96.43,0.267,63.65,63.65,47.73,15.91,0.25
O001920,2025-03-19,P026,Product 26,Supplements,Facebook,1,183.22,0.18,150.18,150.18,82.45,67.73,0.451
O001921,2025-05-07,P025,Product 25,Home,Email,1,106.61,0.188,86.56,86.56,58.63,27.93,0.323
O001922,2024-11-23,P046,Product 46,Electronics,Email,1,130.31,0.173,140.09,140.09,127.05,13.04,0.093
O001923,2024-07-09,P004,Product 4,Supplements,Referral,1,33.5,0.162,25.27,25.27,13.57,11.7,0.463
O001924,2024-08-14,P033,Product 33,Home,Email,1,23.37,0.145,17.97,17.97,11.57,6.41,0.356
O001925,2024-09-21,P036,Product 36,Beauty,Facebook,1,193.57,0.153,163.89,163.89,67.75,96.14,0.587
O001926,2024-06-02,P023,Product 23,Accessories,Organic,1,57.72,0.134,45.01,45.01,15.58,29.42,0.654
O001927,2024-04-12,P001,Product 1,Home,Google,1,190.88,0.287,136.11,136.11,104.99,31.13,0.229
O001928,2025-05-25,P037,Product 37,Home,Referral,3,115.4,0.165,96.36,289.07,190.41,98.66,0.341
O001929,2025-03-28,P008,Product 8,Beauty,Google,2,148.57,0.238,113.27,226.53,104.0,122.54,0.541
O001930,2025-01-06,P028,Product 28,Home,Referral,2,72.67,0.15,61.77,123.53,79.93,43.6,0.353
O001931,2024-01-08,P013,Product 13,Supplements,Google,1,128.19,0.115,113.4,113.4,57.69,55.72,0.491
O001932,2025-06-09,P019,Product 19,Accessories,Email,1,98.34,0.068,82.5,82.5,26.55,55.95,0.678
O001933,2025-04-08,P012,Product 12,Home,Google,3,19.27,0.384,11.86,35.58,31.79,3.79,0.107
O001934,2025-06-09,P013,Product 13,Supplements,Google,2,128.19,0.271,84.16,168.32,103.84,64.48,0.383
O001935,2024-11-14,P040,Product 40,Electronics,Organic,1,157.87,0.329,137.65,137.65,153.92,-16.27,-0.118
O001936,2024-09-04,P013,Product 13,Supplements,Email,1,128.19,0.087,117.06,117.06,57.69,59.37,0.507
O001937,2025-01-13,P049,Product 49,Supplements,Organic,1,118.83,0.146,101.53,101.53,53.47,48.06,0.473
O001938,2024-08-06,P026,Product 26,Supplements,Organic,1,183.22,0.108,147.11,147.11,74.21,72.9,0.496
O001939,2025-01-07,P015,Product 15,Home,Facebook,1,82.78,0.194,66.71,66.71,45.53,21.18,0.318
O001940,2025-04-03,P025,Product 25,Home,Referral,2,106.61,0.175,87.91,175.82,117.27,58.55,0.333
O001941,2024-03-29,P011,Product 11,Beauty,Email,1,112.08,0.151,95.12,95.12,39.23,55.9,0.588
O001942,2024-07-29,P021,Product 21,Home,Email,1,119.21,0.282,77.04,77.04,59.01,18.03,0.234
O001943,2024-11-13,P024,Product 24,Home,Facebook,1,96.43,0.209,99.14,99.14,68.95,30.2,0.305
O001944,2025-01-17,P031,Product 31,Beauty,Email,2,98.2,0.199,78.71,157.41,68.74,88.67,0.563
O001945,2025-05-30,P027,Product 27,Home,Facebook,1,48.71,0.309,33.65,33.65,26.79,6.86,0.204
O001946,2025-01-02,P026,Product 26,Supplements,Organic,1,183.22,0.367,116.03,116.03,82.45,33.58,0.289
O001947,2024-06-03,P026,Product 26,Supplements,Referral,1,183.22,0.156,139.25,139.25,74.21,65.04,0.467
O001948,2025-01-04,P016,Product 16,Supplements,Google,3,85.76,0.111,76.22,228.67,115.77,112.9,0.494
O001949,2024-07-09,P009,Product 9,Beauty,Organic,1,48.64,0.197,35.16,35.16,15.32,19.84,0.564
O001950,2024-04-20,P002,Product 2,Supplements,Referral,1,159.24,0.398,95.81,95.81,71.66,24.15,0.252
O001951,2024-06-20,P021,Product 21,Home,Facebook,2,119.21,0.268,78.5,157.01,118.02,38.99,0.248
O001952,2025-04-12,P032,Product 32,Beauty,Facebook,3,180.54,0.124,158.12,474.37,189.57,284.8,0.6
O001953,2024-09-18,P048,Product 48,Accessories,Email,1,149.98,0.096,135.6,135.6,44.99,90.61,0.668
O001954,2024-03-18,P033,Product 33,Home,Facebook,2,23.37,0.3,16.37,32.73,25.7,7.03,0.215
O001955,2024-12-22,P047,Product 47,Beauty,Referral,2,32.65,0.069,39.51,79.02,29.71,49.31,0.624
O001956,2024-05-17,P024,Product 24,Home,Organic,2,96.43,0.213,75.87,151.75,106.07,45.67,0.301
O001957,2025-03-08,P010,Product 10,Accessories,Organic,1,129.23,0.128,112.7,112.7,38.77,73.93,0.656
O001958,2025-04-23,P015,Product 15,Home,Referral,1,82.78,0.224,64.23,64.23,45.53,18.7,0.291
O001959,2024-07-23,P017,Product 17,Home,Google,2,124.6,0.197,90.0,180.0,123.35,56.65,0.315
O001960,2024-07-06,P005,Product 5,Supplements,Organic,1,175.24,0.095,142.8,142.8,70.97,71.83,0.503
O001961,2024-03-21,P016,Product 16,Supplements,Email,1,85.76,0.299,60.15,60.15,38.59,21.56,0.358
O001962,2025-02-20,P016,Product 16,Supplements,Organic,2,85.76,0.092,77.86,155.71,77.18,78.53,0.504
O001963,2024-03-29,P050,Product 50,Supplements,Email,2,37.12,0.189,30.09,60.18,33.41,26.77,0.445
O001964,2024-06-24,P011,Product 11,Beauty,Referral,1,112.08,0.114,89.33,89.33,35.31,54.03,0.605
O001965,2024-10-21,P001,Product 1,Home,Facebook,1,190.88,0.313,131.15,131.15,104.99,26.16,0.199
O001966,2025-04-02,P042,Product 42,Supplements,Referral,1,51.79,0.112,45.97,45.97,23.3,22.66,0.493
O001967,2024-04-05,P043,Product 43,Supplements,Google,1,161.18,0.257,119.8,119.8,72.53,47.27,0.395
O001968,2024-06-22,P025,Product 25,Home,Facebook,1,106.61,0.255,71.52,71.52,52.77,18.74,0.262
O001969,2024-03-06,P002,Product 2,Supplements,Google,2,159.24,0.143,136.48,272.96,143.32,129.64,0.475
O001970,2025-01-16,P048,Product 48,Accessories,Facebook,1,149.98,0.089,136.67,136.67,44.99,91.68,0.671
O001971,2025-06-17,P023,Product 23,Accessories,Referral,1,57.72,0.111,46.19,46.19,15.58,30.6,0.663
O001972,2024-09-06,P014,Product 14,Beauty,Google,2,23.63,0.314,16.22,32.43,16.54,15.89,0.49
O001973,2024-01-21,P046,Product 46,Electronics,Referral,2,130.31,0.131,113.24,226.48,195.47,31.01,0.137
O001974,2025-02-28,P010,Product 10,Accessories,Referral,1,129.23,0.153,109.45,109.45,38.77,70.68,0.646
O001975,2025-01-14,P032,Product 32,Beauty,Facebook,1,180.54,0.155,152.64,152.64,63.19,89.45,0.586
O001976,2024-02-28,P011,Product 11,Beauty,Organic,1,112.08,0.145,95.85,95.85,39.23,56.62,0.591
O001977,2025-02-12,P010,Product 10,Accessories,Email,1,129.23,0.15,109.82,109.82,38.77,71.05,0.647
O001978,2024-08-30,P031,Product 31,Beauty,Facebook,1,98.2,0.092,80.21,80.21,30.93,49.27,0.614
O001979,2024-10-04,P033,Product 33,Home,Facebook,3,23.37,0.201,18.68,56.04,38.56,17.49,0.312
O001980,2025-04-17,P044,Product 44,Supplements,Google,1,28.7,0.239,21.85,21.85,12.91,8.93,0.409
O001981,2025-02-08,P035,Product 35,Beauty,Referral,3,114.84,0.363,73.12,219.35,120.59,98.76,0.45
O001982,2024-10-10,P001,Product 1,Home,Facebook,3,190.88,0.364,121.35,364.05,314.96,49.09,0.135
O001983,2024-06-22,P006,Product 6,Home,Referral,2,41.43,0.198,29.92,59.83,41.02,18.81,0.314
O001984,2025-01-25,P011,Product 11,Beauty,Google,2,112.08,0.288,79.81,159.62,78.46,81.16,0.508
O001985,2025-03-30,P046,Product 46,Electronics,Google,1,130.31,0.29,92.46,92.46,97.73,-5.28,-0.057
O001986,2024-12-10,P030,Product 30,Accessories,Facebook,1,194.37,0.121,222.1,222.1,75.81,146.3,0.659
O001987,2024-09-05,P009,Product 9,Beauty,Referral,2,48.64,0.238,37.07,74.13,34.05,40.08,0.541
O001988,2024-01-09,P048,Product 48,Accessories,Referral,1,149.98,0.346,98.14,98.14,44.99,53.14,0.542
O001989,2024-06-19,P044,Product 44,Supplements,Facebook,2,28.7,0.264,19.01,38.02,23.25,14.78,0.389
O001990,2025-04-21,P037,Product 37,Home,Email,1,115.4,0.275,83.62,83.62,63.47,20.15,0.241
O001991,2024-08-09,P026,Product 26,Supplements,Facebook,2,183.22,0.087,150.63,301.27,148.41,152.86,0.507
O001992,2024-04-29,P040,Product 40,Electronics,Google,1,157.87,0.222,122.89,122.89,118.4,4.49,0.037
O001993,2024-12-17,P008,Product 8,Beauty,Organic,2,148.57,0.22,150.74,301.48,135.2,166.28,0.552
O001994,2025-01-15,P035,Product 35,Beauty,Facebook,2,114.84,0.141,98.68,197.36,80.39,116.97,0.593
O001995,2025-03-18,P033,Product 33,Home,Referral,1,23.37,0.207,18.54,18.54,12.85,5.68,0.307
O001996,2024-10-23,P001,Product 1,Home,Organic,1,190.88,0.311,131.53,131.53,104.99,26.54,0.202
O001997,2025-06-23,P046,Product 46,Electronics,Referral,2,130.31,0.385,72.09,144.18,175.92,-31.74,-0.22
O001998,2025-06-04,P036,Product 36,Beauty,Email,2,193.57,0.178,143.24,286.48,121.95,164.53,0.574
O001999,2024-10-23,P050,Product 50,Supplements,Email,1,37.12,0.306,25.76,25.76,16.71,9.05,0.351
O002000,2025-06-09,P031,Product 31,Beauty,Referral,3,98.2,0.201,70.65,211.95,92.8,119.14,0.562
O002001,2024-08-15,P039,Product 39,Accessories,Email,1,28.79,0.078,23.89,23.89,7.77,16.11,0.675
O002002,2024-11-19,P006,Product 6,Home,Organic,1,41.43,0.365,34.18,34.18,29.62,4.56,0.133
O002003,2024-11-14,P032,Product 32,Beauty,Organic,3,180.54,0.148,200.08,600.25,246.44,353.81,0.589
O002004,2024-01-10,P004,Product 4,Supplements,Email,1,33.5,0.121,29.43,29.43,15.07,14.36,0.488
O002005,2025-02-03,P047,Product 47,Beauty,Email,1,32.65,0.192,26.39,26.39,11.43,14.96,0.567
O002006,2025-02-20,P011,Product 11,Beauty,Referral,3,112.08,0.126,97.97,293.92,117.68,176.24,0.6
O002007,2025-01-17,P016,Product 16,Supplements,Organic,2,85.76,0.235,65.56,131.13,77.18,53.95,0.411
O002008,2025-03-25,P042,Product 42,Supplements,Referral,3,51.79,0.123,45.41,136.24,69.91,66.33,0.487
O002009,2024-05-26,P025,Product 25,Home,Facebook,1,106.61,0.125,93.26,93.26,58.63,34.63,0.371
